name,url,remote,adaptive,test_type,description
OPQ Profile Report,/solutions/products/product-catalog/view/opq-profile-report/,No,No,P,OPQ Profile Report - P
OPQ Team Impact Group Development Report,/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,No,No,P,OPQ Team Impact Group Development Report - P
OPQ Team Impact Individual Development Report,/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,No,No,P,OPQ Team Impact Individual Development Report - P
OPQ Team Impact Selection Report,/solutions/products/product-catalog/view/opq-team-impact-selection-report/,No,No,P,OPQ Team Impact Selection Report - P
OPQ Team Types & Leadership Styles Profile,/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,No,No,P,OPQ Team Types & Leadership Styles Profile - P
OPQ Team Types and Leadership Styles Report,/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,No,No,P,OPQ Team Types and Leadership Styles Report - P
OPQ UCF Development Action Planner Report 1.0,/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,No,No,P,OPQ UCF Development Action Planner Report 1.0 - P
OPQ UCF Development Action Planner Report 2.0,/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,No,No,P,OPQ UCF Development Action Planner Report 2.0 - P
OPQ Universal Competency Report 1.0,/solutions/products/product-catalog/view/opq-universal-competency-report/,No,No,P,OPQ Universal Competency Report 1.0 - P
OPQ Universal Competency Report 2.0,/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,No,No,P,OPQ Universal Competency Report 2.0 - P
OPQ User and Managers Report,/solutions/products/product-catalog/view/opq-user-and-managers-report/,No,No,P,OPQ User and Managers Report - P
OPQ User Report,/solutions/products/product-catalog/view/opq-user-report/,No,No,"P
S","OPQ User Report - P
S"
Oracle DBA (Advanced Level) (New),/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,No,No,K,Oracle DBA (Advanced Level) (New) - K
Oracle DBA (Entry Level) (New),/solutions/products/product-catalog/view/oracle-dba-entry-level-new/,No,No,K,Oracle DBA (Entry Level) (New) - K
Oracle PL/SQL (New),/solutions/products/product-catalog/view/oracle-plsql-new/,No,No,K,Oracle PL/SQL (New) - K
Oracle WebLogic Server (New),/solutions/products/product-catalog/view/oracle-weblogic-server-new/,No,No,K,Oracle WebLogic Server (New) - K
Organic Chemistry (New),/solutions/products/product-catalog/view/organic-chemistry-new/,No,No,K,Organic Chemistry (New) - K
Paint Technology (New),/solutions/products/product-catalog/view/paint-technology-new/,No,No,K,Paint Technology (New) - K
Pediatrics (New),/solutions/products/product-catalog/view/pediatrics-new/,No,No,K,Pediatrics (New) - K
Pega Development (New),/solutions/products/product-catalog/view/pega-development-new/,No,No,K,Pega Development (New) - K
Perl (New),/solutions/products/product-catalog/view/perl-new/,No,No,K,Perl (New) - K
Petrochemical Engineering (New),/solutions/products/product-catalog/view/petrochemical-engineering-new/,No,No,K,Petrochemical Engineering (New) - K
Petroleum Engineering (New),/solutions/products/product-catalog/view/petroleum-engineering-new/,No,No,K,Petroleum Engineering (New) - K
Pharmaceutical Analysis (New),/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,No,No,K,Pharmaceutical Analysis (New) - K
Pharmaceutical Chemistry (New),/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,No,No,K,Pharmaceutical Chemistry (New) - K
Pharmaceutical Science (New),/solutions/products/product-catalog/view/pharmaceutical-science-new/,No,No,K,Pharmaceutical Science (New) - K
Pharmaceutics (New),/solutions/products/product-catalog/view/pharmaceutics-new/,No,No,K,Pharmaceutics (New) - K
Pharmacology (New),/solutions/products/product-catalog/view/pharmacology-new/,No,No,K,Pharmacology (New) - K
PHP (New),/solutions/products/product-catalog/view/php-new/,No,No,K,PHP (New) - K
PJM Development Report,/solutions/products/product-catalog/view/pjm-development-report/,No,No,"C
A
P","PJM Development Report - C
A
P"
PJM Selection Report,/solutions/products/product-catalog/view/pjm-selection-report/,No,No,"A
C
P","PJM Selection Report - A
C
P"
Polymer Engineering (New),/solutions/products/product-catalog/view/polymer-engineering-new/,No,No,K,Polymer Engineering (New) - K
Power Electronics and Drives (New),/solutions/products/product-catalog/view/power-electronics-and-drives-new/,No,No,K,Power Electronics and Drives (New) - K
Power System Engineering (New),/solutions/products/product-catalog/view/power-system-engineering-new/,No,No,K,Power System Engineering (New) - K
Prism (New),/solutions/products/product-catalog/view/prism-new/,No,No,K,Prism (New) - K
Production and Industrial Engineering (New),/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,No,No,K,Production and Industrial Engineering (New) - K
Production Engineering (New),/solutions/products/product-catalog/view/production-engineering-new/,No,No,K,Production Engineering (New) - K
Programming Concepts,/solutions/products/product-catalog/view/programming-concepts/,No,No,K,Programming Concepts - K
Project Management (2013),/solutions/products/product-catalog/view/project-management-2013/,No,No,K,Project Management (2013) - K
Proofreading v1,/solutions/products/product-catalog/view/proofreading-v1/,No,No,K,Proofreading v1 - K
Python (New),/solutions/products/product-catalog/view/python-new/,No,No,K,Python (New) - K
R Programming (New),/solutions/products/product-catalog/view/r-programming-new/,No,No,K,R Programming (New) - K
ReactJS (New),/solutions/products/product-catalog/view/reactjs-new/,No,No,K,ReactJS (New) - K
Reading Comprehension - English v1,/solutions/products/product-catalog/view/reading-comprehension-english-v1/,No,No,A,Reading Comprehension - English v1 - A
Reading Comprehension - Spanish v1,/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,No,No,A,Reading Comprehension - Spanish v1 - A
Reading Comprehension v2,/solutions/products/product-catalog/view/reading-comprehension-v2/,No,No,A,Reading Comprehension v2 - A
RemoteWorkQ,/solutions/products/product-catalog/view/remoteworkq/,No,No,C,RemoteWorkQ - C
RemoteWorkQ Manager Report,/solutions/products/product-catalog/view/remoteworkq-manager-report/,No,No,C,RemoteWorkQ Manager Report - C
RemoteWorkQ Participant Report,/solutions/products/product-catalog/view/remoteworkq-participant-report/,No,No,C,RemoteWorkQ Participant Report - C
RESTful Web Services (New),/solutions/products/product-catalog/view/restful-web-services-new/,No,No,K,RESTful Web Services (New) - K
Retail Sales and Service Simulation,/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,No,No,"B
K
S
A","Retail Sales and Service Simulation - B
K
S
A"
Reviewing Forms - US (R1),/solutions/products/product-catalog/view/reviewing-forms-us-r1/,No,No,K,Reviewing Forms - US (R1) - K
Ruby (New),/solutions/products/product-catalog/view/ruby-new/,No,No,K,Ruby (New) - K
Ruby on Rails (New),/solutions/products/product-catalog/view/ruby-on-rails-new/,No,No,K,Ruby on Rails (New) - K
Sales & Service Phone Simulation,/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,No,No,"S
B","Sales & Service Phone Simulation - S
B"
Sales & Service Phone Solution,/solutions/products/product-catalog/view/sales-and-service-phone-solution/,No,No,"B
P
S","Sales & Service Phone Solution - B
P
S"
Sales Interview Guide,/solutions/products/product-catalog/view/sales-interview-guide/,No,No,"P
P","Sales Interview Guide - P
P"
Sales Profiler Cards,/solutions/products/product-catalog/view/sales-profiler-cards/,No,No,P,Sales Profiler Cards - P
Sales Transformation 1.0 - Individual Contributor,/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,No,No,P,Sales Transformation 1.0 - Individual Contributor - P
Sales Transformation 2.0 - Individual Contributor,/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,No,No,P,Sales Transformation 2.0 - Individual Contributor - P
Sales Transformation Report 1.0 - Sales Manager,/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,No,No,P,Sales Transformation Report 1.0 - Sales Manager - P
Sales Transformation Report 2.0 - Sales Manager,/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,No,No,P,Sales Transformation Report 2.0 - Sales Manager - P
Salesforce Development (New),/solutions/products/product-catalog/view/salesforce-development-new/,No,No,K,Salesforce Development (New) - K
SAP ABAP (Advanced Level) (New),/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,No,No,K,SAP ABAP (Advanced Level) (New) - K
SAP ABAP (Intermediate Level) (New),/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,No,No,K,SAP ABAP (Intermediate Level) (New) - K
SAP Basis (New),/solutions/products/product-catalog/view/sap-basis-new/,No,No,K,SAP Basis (New) - K
SAP Business Objects WebI (New),/solutions/products/product-catalog/view/sap-business-objects-webi-new/,No,No,K,SAP Business Objects WebI (New) - K
SAP BW (Business Warehouse) (New),/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,No,No,K,SAP BW (Business Warehouse) (New) - K
SAP HCM (Human Capital Management) (New),/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,No,No,K,SAP HCM (Human Capital Management) (New) - K
SAP Hybris (New),/solutions/products/product-catalog/view/sap-hybris-new/,No,No,K,SAP Hybris (New) - K
SAP Materials Management (New),/solutions/products/product-catalog/view/sap-materials-management-new/,No,No,K,SAP Materials Management (New) - K
SAP SD (Sales and Distribution) (New),/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,No,No,K,SAP SD (Sales and Distribution) (New) - K
Search Engine Optimization (New),/solutions/products/product-catalog/view/search-engine-optimization-new/,No,No,K,Search Engine Optimization (New) - K
Selenium (New),/solutions/products/product-catalog/view/selenium-new/,No,No,K,Selenium (New) - K
Shell Scripting (New),/solutions/products/product-catalog/view/shell-scripting-new/,No,No,K,Shell Scripting (New) - K
SHL Verify Interactive - Inductive Reasoning,/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,No,No,"A
S","SHL Verify Interactive - Inductive Reasoning - A
S"
SHL Verify Interactive – Deductive Reasoning,/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,No,No,"A
S","SHL Verify Interactive – Deductive Reasoning - A
S"
SHL Verify Interactive – Numerical Reasoning,/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,No,No,"A
S","SHL Verify Interactive – Numerical Reasoning - A
S"
SHL Verify Interactive G+,/solutions/products/product-catalog/view/shl-verify-interactive-g/,No,No,A,SHL Verify Interactive G+ - A
SHL Verify Interactive Numerical Calculation,/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,No,No,A,SHL Verify Interactive Numerical Calculation - A
Siebel Development (New),/solutions/products/product-catalog/view/siebel-development-new/,No,No,K,Siebel Development (New) - K
Smart Interview Live,/solutions/products/product-catalog/view/smart-interview-live/,No,No,P,Smart Interview Live - P
Smart Interview Live Coding,/solutions/products/product-catalog/view/smart-interview-live-coding/,No,No,K,Smart Interview Live Coding - K
Smart Interview On Demand,/solutions/products/product-catalog/view/smart-interview-on-demand/,No,No,P,Smart Interview On Demand - P
Social Media (New),/solutions/products/product-catalog/view/social-media-new/,No,No,K,Social Media (New) - K
Software Business Analysis,/solutions/products/product-catalog/view/software-business-analysis/,No,No,K,Software Business Analysis - K
SonarQube (New),/solutions/products/product-catalog/view/sonarqube-new/,No,No,K,SonarQube (New) - K
Spelling (U.S.) (New),/solutions/products/product-catalog/view/spelling-u-s-new/,No,No,K,Spelling (U.S.) (New) - K
Split Screen Typing Test - Form 1,/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,No,No,"A
K","Split Screen Typing Test - Form 1 - A
K"
Spring (New),/solutions/products/product-catalog/view/spring-new/,No,No,K,Spring (New) - K
SQL (New),/solutions/products/product-catalog/view/sql-new/,No,No,K,SQL (New) - K
SQL Server (New),/solutions/products/product-catalog/view/sql-server-new/,No,No,K,SQL Server (New) - K
SQL Server Analysis Services (SSAS) (New),/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,No,No,K,SQL Server Analysis Services (SSAS) (New) - K
SQL Server Integration Services (SSIS) (New),/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,No,No,K,SQL Server Integration Services (SSIS) (New) - K
SQL Server Reporting Services (SSRS) (New),/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,No,No,K,SQL Server Reporting Services (SSRS) (New) - K
Statistical Analysis System (New),/solutions/products/product-catalog/view/statistical-analysis-system-new/,No,No,K,Statistical Analysis System (New) - K
Struts (New),/solutions/products/product-catalog/view/struts-new/,No,No,K,Struts (New) - K
SVAR - Spoken English (AUS),/solutions/products/product-catalog/view/svar-spoken-english-aus/,No,No,S,SVAR - Spoken English (AUS) - S
SVAR - Spoken English (Indian Accent)  (New),/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,No,No,S,SVAR - Spoken English (Indian Accent)  (New) - S
SVAR - Spoken English (U.K.),/solutions/products/product-catalog/view/svar-spoken-english-u-k/,No,No,S,SVAR - Spoken English (U.K.) - S
SVAR - Spoken English (US)  (New),/solutions/products/product-catalog/view/svar-spoken-english-us-new/,No,No,S,SVAR - Spoken English (US)  (New) - S
SVAR - Spoken French (Canadian) (New),/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,No,No,S,SVAR - Spoken French (Canadian) (New) - S
SVAR - Spoken French (European) (New),/solutions/products/product-catalog/view/svar-spoken-french-european-new/,No,No,S,SVAR - Spoken French (European) (New) - S
SVAR - Spoken Spanish (Castilian) (New),/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,No,No,S,SVAR - Spoken Spanish (Castilian) (New) - S
SVAR - Spoken Spanish (North American) (New),/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,No,No,S,SVAR - Spoken Spanish (North American) (New) - S
Swing (New),/solutions/products/product-catalog/view/swing-new/,No,No,K,Swing (New) - K
Tableau (New),/solutions/products/product-catalog/view/tableau-new/,No,No,K,Tableau (New) - K
Telecommunications Engineering (New),/solutions/products/product-catalog/view/telecommunications-engineering-new/,No,No,K,Telecommunications Engineering (New) - K
Teradata Development (New),/solutions/products/product-catalog/view/teradata-development-new/,No,No,K,Teradata Development (New) - K
Time Management (U.S.),/solutions/products/product-catalog/view/time-management-u-s/,No,No,K,Time Management (U.S.) - K
Training Development,/solutions/products/product-catalog/view/training-development/,No,No,K,Training Development - K
Typing (New),/solutions/products/product-catalog/view/typing-new/,No,No,S,Typing (New) - S
UiPath RPA Development (New),/solutions/products/product-catalog/view/uipath-rpa-development-new/,No,No,K,UiPath RPA Development (New) - K
Universal Competency Framework Interview Guide,/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,No,No,"C
P","Universal Competency Framework Interview Guide - C
P"
Universal Competency Framework Job profiling guide,/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,No,No,"C
P","Universal Competency Framework Job profiling guide - C
P"
Universal Competency Framework Profiler Cards (44),/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,No,No,"C
P","Universal Competency Framework Profiler Cards (44) - C
P"
UNIX (New),/solutions/products/product-catalog/view/unix-new/,No,No,K,UNIX (New) - K
VB.NET (New),/solutions/products/product-catalog/view/vb-net-new/,No,No,K,VB.NET (New) - K
Verify - Deductive Reasoning,/solutions/products/product-catalog/view/verify-deductive-reasoning/,No,No,A,Verify - Deductive Reasoning - A
Verify - Following Instructions,/solutions/products/product-catalog/view/verify-following-instructions/,No,No,A,Verify - Following Instructions - A
Verify - G+,/solutions/products/product-catalog/view/verify-g/,No,No,A,Verify - G+ - A
Verify - General Ability Screen,/solutions/products/product-catalog/view/verify-general-ability-screen/,No,No,A,Verify - General Ability Screen - A
Verify - Inductive Reasoning (2014),/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,No,No,A,Verify - Inductive Reasoning (2014) - A
Verify - Numerical Ability,/solutions/products/product-catalog/view/verify-numerical-ability/,No,No,A,Verify - Numerical Ability - A
Verify - Technical Checking - Next Generation,/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,No,No,A,Verify - Technical Checking - Next Generation - A
Verify - Verbal Ability - Next Generation,/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,No,No,A,Verify - Verbal Ability - Next Generation - A
Verify - Working with Information,/solutions/products/product-catalog/view/verify-working-with-information/,No,No,A,Verify - Working with Information - A
Verify G+ - Ability Test Report,/solutions/products/product-catalog/view/verify-g-ability-test-report/,No,No,A,Verify G+ - Ability Test Report - A
Verify G+ - Candidate Report,/solutions/products/product-catalog/view/verify-g-candidate-report/,No,No,A,Verify G+ - Candidate Report - A
Verify Interactive Ability Report,/solutions/products/product-catalog/view/verify-interactive-ability-report/,No,No,A,Verify Interactive Ability Report - A
Verify Interactive G+ Candidate Report,/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,No,No,A,Verify Interactive G+ Candidate Report - A
Verify Interactive G+ Report,/solutions/products/product-catalog/view/verify-interactive-g-report/,No,No,A,Verify Interactive G+ Report - A
Verify Interactive Process Monitoring,/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,No,No,A,Verify Interactive Process Monitoring - A
Virtual Assessment and Development Centers,/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,No,No,P,Virtual Assessment and Development Centers - P
Visual Basic for Applications (New),/solutions/products/product-catalog/view/visual-basic-for-applications-new/,No,No,K,Visual Basic for Applications (New) - K
Visual Comparison - UK,/solutions/products/product-catalog/view/visual-comparison-uk/,No,No,K,Visual Comparison - UK - K
Visual Comparison - US,/solutions/products/product-catalog/view/visual-comparison-us/,No,No,K,Visual Comparison - US - K
VLSI and Embedded Systems (New),/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,No,No,K,VLSI and Embedded Systems (New) - K
What Is The Value - US,/solutions/products/product-catalog/view/what-is-the-value-us/,No,No,K,What Is The Value - US - K
Workplace Administration Skills (New),/solutions/products/product-catalog/view/workplace-administration-skills-new/,No,No,K,Workplace Administration Skills (New) - K
Workplace Health and Safety (New),/solutions/products/product-catalog/view/workplace-health-and-safety-new/,No,No,K,Workplace Health and Safety (New) - K
WriteX - Email Writing (Customer Service) (New),/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,No,No,S,WriteX - Email Writing (Customer Service) (New) - S
WriteX - Email Writing (Managerial) (New),/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,No,No,S,WriteX - Email Writing (Managerial) (New) - S
WriteX - Email Writing (Sales) (New),/solutions/products/product-catalog/view/writex-email-writing-sales-new/,No,No,"B
S","WriteX - Email Writing (Sales) (New) - B
S"
Written English v1,/solutions/products/product-catalog/view/written-english-v1/,No,No,K,Written English v1 - K
Written Spanish,/solutions/products/product-catalog/view/written-spanish/,No,No,K,Written Spanish - K
Zabbix (New),/solutions/products/product-catalog/view/zabbix-new/,No,No,K,Zabbix (New) - K
360 Digital Report,/solutions/products/product-catalog/view/360-digital-report/,No,No,D,360 Digital Report - D
360° Multi-Rater Feedback System (MFS),/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,No,No,"D
P","360° Multi-Rater Feedback System (MFS) - D
P"
